Fecha,Precip_mm,Evap_mm,TMAX_C,TMIN_C
17/07/1984,2,3.31,33,23.5
18/07/1984,2,4.15,33.5,22
19/07/1984,4.4,5,33.5,22
20/07/1984,4,2.5,31,22.5
21/07/1984,13.5,2.25,33.5,22.5
22/07/1984,26.6,1.33,33,22
23/07/1984,13,1.47,31.5,21.5
24/07/1984,1.5,1.01,33.5,22
25/07/1984,0,2.03,34,22
26/07/1984,0,3.77,35,24
27/07/1984,6,5.16,33.5,23.5
28/07/1984,9,1.87,36,24
29/07/1984,21,2.56,33.5,22.5
30/07/1984,2.4,4.64,32.5,23
31/07/1984,0.5,1.27,31.5,23
01/08/1984,35,1.55,39.5,23
02/08/1984,32.5,5.04,32,22.5
03/08/1984,28.3,1.2,31.5,23
04/08/1984,0.4,1.6,31,22.5
05/08/1984,1.5,4.75,34,22.5
06/08/1984,4,1.53,35,22
07/08/1984,0,1.94,33.5,23.5
08/08/1984,5.5,1.53,35,24
09/08/1984,15,4.84,34,24
10/08/1984,0,5.46,33.5,22.5
11/08/1984,0.5,4.13,34,22.5
12/08/1984,3,4.37,32.5,23.5
13/08/1984,20,4.21,33.5,23.5
14/08/1984,0,6.15,34,22.5
15/08/1984,2,3.59,33.5,24
16/08/1984,6.5,3.66,34,23.5
17/08/1984,0,5.34,33.5,23.5
18/08/1984,28.4,4.35,31.5,23
19/08/1984,0,2.88,30,22
20/08/1984,7.5,2.79,32.5,22.5
21/08/1984,26.3,1.66,33,22.5
22/08/1984,0,4.2,31.5,22
23/08/1984,0,1.94,33,24
24/08/1984,0,1.36,32,23.5
25/08/1984,0,2.2,33.5,22
26/08/1984,5,1.88,34,24
27/08/1984,1,2.27,33.5,23
28/08/1984,0,1.14,34,23
29/08/1984,3,1.36,33.5,24
30/08/1984,6,2.74,30,23.5
31/08/1984,20,2.2,31.5,24
01/09/1984,29.8,4.46,34,22
02/09/1984,10.4,1.72,32.5,22
03/09/1984,20.7,1.24,31.5,22
04/09/1984,0,3.96,31.5,23
05/09/1984,21,3.35,33.5,23.5
06/09/1984,2.3,5.06,34,23
07/09/1984,3.5,4,34.5,22.5
08/09/1984,5.8,4.1,33.5,22.5
09/09/1984,0,3.02,31.5,22
10/09/1984,20,4.04,30,22
11/09/1984,20,2.79,29,22.5
12/09/1984,20.4,3.48,30,21.5
13/09/1984,0,2.5,31.5,21
14/09/1984,0,2.6,32.5,22
15/09/1984,13,3.95,31.5,23.5
16/09/1984,0,4.23,31.5,22
17/09/1984,0,2.02,32,23
18/09/1984,4.4,2.34,32,22.5
19/09/1984,1.2,1.52,31,22
20/09/1984,37.5,3.04,31,22.5
21/09/1984,0,5.01,32,22.5
22/09/1984,0,4.55,33,22
23/09/1984,20.2,4.19,33,23.5
24/09/1984,20.8,2.45,30,22.5
25/09/1984,20.1,2.44,32.5,22.5
26/09/1984,9.5,3.38,30.5,23
27/09/1984,0,2.68,30,21.5
28/09/1984,0,4.67,32.5,23.5
29/09/1984,0,5.47,35,23.5
30/09/1984,0,4.81,33.5,23
01/10/1984,0,3.51,34,23
02/10/1984,0.5,2.24,31.5,24.5
03/10/1984,0,4.61,33.5,23.5
04/10/1984,10,2.35,32.5,23
05/10/1984,0,4.2,33,23.5
06/10/1984,0,3.8,32,24
07/10/1984,0,5,33,23.5
08/10/1984,0,2.65,32.5,23
09/10/1984,0,6.28,34.5,22
10/10/1984,0,3.27,33.5,23
11/10/1984,0,5.14,34,22
12/10/1984,0,4.07,34,22.5
13/10/1984,0,4.97,34.5,22.5
14/10/1984,0,4.9,34,24
15/10/1984,0,5.31,34.5,24
16/10/1984,0,4.29,34,23
17/10/1984,0,4.74,35.5,23.5
18/10/1984,0,4,33.5,23.5
19/10/1984,26.5,5.29,32.5,24
20/10/1984,0,2.75,33,23
21/10/1984,0,4.95,33.5,22
22/10/1984,0,4.25,34,23
23/10/1984,0,4.6,35,23.5
24/10/1984,0,3.05,33,23
25/10/1984,1.5,3.58,33,23
26/10/1984,0,3.04,33.5,22.5
27/10/1984,12.5,2.69,34.5,23
28/10/1984,0,3.54,36,22.5
29/10/1984,2.5,3.65,35.5,23.5
30/10/1984,0,2.49,33.5,23
31/10/1984,0,4.31,33.5,22.5
01/11/1984,0,4.97,34,22.5
02/11/1984,0,3.01,34,23
03/11/1984,0,6.07,34,22.5
04/11/1984,0,4.19,33,22.5
05/11/1984,0,1.66,34,22
06/11/1984,0,2.87,35,22
07/11/1984,0,4.29,34.5,20
08/11/1984,0,3.33,33,22
09/11/1984,0,6.22,33.5,21
10/11/1984,0,3.35,34.5,21
11/11/1984,0,4.74,38,18
12/11/1984,0,4.61,36,19.5
13/11/1984,0,5.27,34,20
14/11/1984,0,5.43,40,18
15/11/1984,0,4.24,36,22
16/11/1984,0,3.92,40,19
17/11/1984,0,5.18,38,19
18/11/1984,0,3.77,35,19.5
19/11/1984,0,4.34,34,21.5
20/11/1984,0,4.13,36,21.5
21/11/1984,0,9.5,34,21
22/11/1984,0,11.59,35,24
23/11/1984,0,7.96,35,24
24/11/1984,0,4.8,34,18
25/11/1984,0,5.48,32,21.5
26/11/1984,0,4.07,33,21
27/11/1984,0,4.61,34.5,20.5
28/11/1984,0,5.72,35.5,19
29/11/1984,0,4.7,34,20
30/11/1984,0,4.56,35,21.5
01/12/1984,0,4.14,35.5,20.5
02/12/1984,0,3.92,34.5,21.5
03/12/1984,0,5.85,35.5,20.5
04/12/1984,0,3.05,36,21.5
05/12/1984,0,7.4,34.5,21
06/12/1984,0,8.18,39,21
07/12/1984,0,9.42,37,24
08/12/1984,0,8.44,36.5,22
09/12/1984,0,7.34,39,20.5
10/12/1984,0,3.01,35,16
11/12/1984,0,5.61,35.5,17.5
12/12/1984,0,9.87,34,18.5
13/12/1984,0,6.45,35.5,20
14/12/1984,0,7.36,34.5,21
15/12/1984,0,4.1,34.5,21.5
16/12/1984,0,5.43,37,20
17/12/1984,0,5.94,34,18
18/12/1984,0,5.44,38.5,19
19/12/1984,0,8.07,38.5,19.5
20/12/1984,0,4.01,35.5,18.5
21/12/1984,0,10.98,34.5,19
22/12/1984,0,6.83,35.5,21
23/12/1984,0,4.25,37,22
24/12/1984,0,3.17,34.5,18
25/12/1984,0,5.74,36.5,18.5
26/12/1984,0,5.51,39,22
27/12/1984,0,5.05,35,19.5
28/12/1984,0,8.64,34,19.5
29/12/1984,0,3.73,35,22
30/12/1984,0,6.55,39,23
31/12/1984,0,5.89,36.5,19
01/01/1985,0,4.18,35.5,20
02/01/1985,0,4.9,36,20.5
03/01/1985,0,12.97,33,20
04/01/1985,0,8.8,33,23.5
05/01/1985,0,9.72,32.5,23
06/01/1985,0,7.25,34,22.5
07/01/1985,0,5.64,35.5,18
08/01/1985,0,4.99,35,17.5
09/01/1985,0,5.53,34,19.5
10/01/1985,0,6.04,34.5,20.5
11/01/1985,0,7.39,34,19
12/01/1985,0,3.75,33.5,18.5
13/01/1985,0,3.38,34.5,17.5
14/01/1985,0,6.41,33.5,20.5
15/01/1985,0,3.86,34,18
16/01/1985,0,6.7,34,20
17/01/1985,0,5.91,34.5,17.5
18/01/1985,0,6.74,34,20
19/01/1985,0,5.63,34,20
20/01/1985,0,7.37,33.5,18.5
21/01/1985,0,9.25,32.5,20
22/01/1985,0,6.39,37,22.5
23/01/1985,0,2.96,34.5,17.5
24/01/1985,0,2.35,34,19
25/01/1985,0,6.69,33.5,20
26/01/1985,0,7.44,35,18
27/01/1985,0,5.99,34,17
28/01/1985,0,7.21,32.5,18
29/01/1985,0,4.95,33,17.5
30/01/1985,0,6,34,18
31/01/1985,0,4.5,32,17.5
01/02/1985,0,7,33.5,20
02/02/1985,0,6.2,34,19.5
03/02/1985,0,5.9,33.5,20.5
04/02/1985,0,6.5,34,20
05/02/1985,0,6.95,33,20.5
06/02/1985,0,4.92,35,20.5
07/02/1985,0,6.5,34,20
08/02/1985,0,8.76,39,19
09/02/1985,0,6.54,36,18
10/02/1985,0,5.64,34,20.5
11/02/1985,0,9.66,33.5,20.5
12/02/1985,0,11.7,33.5,24
13/02/1985,0,6.33,35,23
14/02/1985,0,10.5,37,17
15/02/1985,0,8.67,36,20.5
16/02/1985,0,8.69,37.5,24
17/02/1985,0,7.95,38.5,18.5
18/02/1985,0,7,35,17.5
19/02/1985,0,5.65,37,20.5
20/02/1985,0,5.76,34.5,18
21/02/1985,0,5.82,34.5,20
22/02/1985,0,7.82,35.5,21
23/02/1985,0,7.5,35,21
24/02/1985,0,6.5,36,20
25/02/1985,0,5.8,34,22
26/02/1985,20,2.77,34,21
27/02/1985,0,3.96,34,21
28/02/1985,0,4.42,38,19.5
01/03/1985,0,2.8,35,18
02/03/1985,0,4.85,35,20.5
03/03/1985,0,8.35,35,22
04/03/1985,0,8.6,35,20
05/03/1985,0,7.95,40,20.5
06/03/1985,0,12.94,41,23
07/03/1985,0,11.11,39,23
08/03/1985,0,8.27,38.5,22.5
09/03/1985,0,8.53,38.5,23.5
10/03/1985,0,8.2,39,21.5
11/03/1985,0,9.69,35,21
12/03/1985,0,6.15,34,22.5
13/03/1985,0,8.85,34,22.5
14/03/1985,0,7.2,32,21
15/03/1985,0,3.15,34,22
16/03/1985,0,3.9,35,22.5
17/03/1985,0,8.75,34,23
18/03/1985,0,5.95,36,21.5
19/03/1985,0,6.2,35,23.5
20/03/1985,0,8.2,34.5,22.5
21/03/1985,0,8.55,35,21.5
22/03/1985,0,7.49,34,20
23/03/1985,0,8.25,37,21.5
24/03/1985,8,2.44,36,21
25/03/1985,0,2.84,33.5,20.5
26/03/1985,0,8.77,35,22.5
27/03/1985,0,6.27,36.5,22
28/03/1985,0,7.54,35,23
29/03/1985,0,8.2,35,23
30/03/1985,0,6.4,34.5,21.5
31/03/1985,8,7.55,34,21.5
01/04/1985,0,5.89,35,21.5
02/04/1985,0,10.63,36,23
03/04/1985,0,8.12,38,24
04/04/1985,0,7.77,34,21.5
05/04/1985,0,8.61,35,22
06/04/1985,0,6.58,34,21
07/04/1985,0,9.46,35,21.5
08/04/1985,0,6.47,35,21.5
09/04/1985,0,6.9,36,20.5
10/04/1985,0,6.79,35,21
11/04/1985,0,4.72,35,22
12/04/1985,1.2,6.52,36,21.5
13/04/1985,0,5.4,36,23
14/04/1985,0,5.5,34,23
15/04/1985,0,5.85,37,22.5
16/04/1985,0,6.12,36.5,22.5
17/04/1985,0,5.5,36,23
18/04/1985,0,6.69,38,21.5
19/04/1985,0,6.15,35,23.5
20/04/1985,0,5.85,36,23.5
21/04/1985,0,4.32,35,24
22/04/1985,0,5.05,36,24.5
23/04/1985,0,8.63,36.5,24
24/04/1985,0,5.32,35,22.5
25/04/1985,0,6.38,33.5,24.5
26/04/1985,0,3.19,34,23.5
27/04/1985,0,4.26,35,23.5
28/04/1985,0,6.25,35,23
29/04/1985,10.7,2.9,33,24
30/04/1985,0,5.25,34,23
01/05/1985,25,1.05,33.5,23.5
02/05/1985,0,3.1,34,21.5
03/05/1985,0,3.2,35,23
04/05/1985,13,6.24,35,23
05/05/1985,0,5.91,35,22.5
06/05/1985,0,6.25,36,23.5
07/05/1985,0,6.27,37,23
08/05/1985,0,5.13,35,23
09/05/1985,0,3.35,35,24
10/05/1985,0,6.85,34,23
11/05/1985,0,6.4,34,24.5
12/05/1985,0,10.75,33.5,22.5
13/05/1985,0,6.45,34,21.5
14/05/1985,0,6.75,35,22.5
15/05/1985,20,7.43,35,24
16/05/1985,0,5.37,36,22.5
17/05/1985,20,3.9,37,24
18/05/1985,0,3.8,33.5,22.5
19/05/1985,0,4.55,33,23
20/05/1985,0,5.2,35,24
21/05/1985,0,8.3,36,23
22/05/1985,0,5.2,36,24
23/05/1985,46.5,2.65,33.5,24
24/05/1985,4.9,3.5,33,23
25/05/1985,8.3,2.65,33.5,24
26/05/1985,35,8.1,33,23.5
27/05/1985,3,5.1,33,23
28/05/1985,11,4,34,24
29/05/1985,0,6.55,35,24
30/05/1985,0,4.55,35,23.5
31/05/1985,20,4.45,34,23.5
01/06/1985,26,1.4,33,22
02/06/1985,5.8,2.6,36,23
03/06/1985,4.5,2.85,32.5,23
04/06/1985,8.5,4.15,33,22.5
05/06/1985,22,4.7,34,23
06/06/1985,0,4.56,33,23
07/06/1985,4,2.44,33,24
08/06/1985,0,5.1,33.5,22.5
09/06/1985,0,4.44,34,24
10/06/1985,3,5.56,34,24
11/06/1985,24,5.85,33.5,23
12/06/1985,7,3.4,33,22.5
13/06/1985,9,3.05,33,23
14/06/1985,0,4.1,33,22.5
15/06/1985,0,4.37,34,23
16/06/1985,3.8,5.38,34.5,23.5
17/06/1985,0.5,4.55,32.5,23
18/06/1985,1.5,5.8,34,23
19/06/1985,0,7.3,34.5,22.5
20/06/1985,23,4.2,36,24
21/06/1985,0,2.05,33.5,22
22/06/1985,28.8,3.35,34.5,24
23/06/1985,4.5,2.3,33.5,22.5
24/06/1985,2,4.15,32,23
25/06/1985,11,4.92,33,23
26/06/1985,0,3.27,34,22
27/06/1985,0,4.71,34,23.5
28/06/1985,20,7.4,33.5,22
29/06/1985,2.8,4.3,32.5,22.5
30/06/1985,12.8,6.01,33,23.5
01/07/1985,11,NULO,34,23.5
02/07/1985,0,NULO,33.5,20.5
03/07/1985,12.8,NULO,35,22.5
04/07/1985,0,NULO,34,22.5
05/07/1985,0,NULO,33.5,23
06/07/1985,10,NULO,34,22.5
07/07/1985,0,NULO,34,21.5
08/07/1985,0,NULO,33.5,21
09/07/1985,0,NULO,35,21.5
10/07/1985,6.5,NULO,34,22.5
11/07/1985,19.5,NULO,33.5,22
12/07/1985,6.5,NULO,32.5,22.5
13/07/1985,3,NULO,33,22
14/07/1985,11.5,NULO,33.5,22
15/07/1985,1.5,NULO,33.5,22
16/07/1985,0,NULO,34,22
17/07/1985,7.5,NULO,33.5,22.5
18/07/1985,5,NULO,31.5,22
19/07/1985,20,NULO,31.5,23
20/07/1985,15.8,NULO,32.5,22
21/07/1985,1,NULO,33,22
22/07/1985,0,NULO,33.5,22.5
23/07/1985,0,NULO,33.5,23
24/07/1985,1.8,NULO,33.5,22.5
25/07/1985,0,NULO,33,22.5
26/07/1985,6,NULO,33,23
27/07/1985,11,NULO,33.5,22
28/07/1985,1.3,NULO,34,20.5
29/07/1985,120,NULO,33,23.5
30/07/1985,20,NULO,33,21.5
31/07/1985,21.5,NULO,33,22.5
01/08/1985,0,NULO,34.5,21.5
02/08/1985,20,NULO,35,24
03/08/1985,40,NULO,32,21.5
04/08/1985,43.5,NULO,34,21
05/08/1985,0.01,NULO,34,22
06/08/1985,1.5,NULO,35,23
07/08/1985,20.5,NULO,34,22
08/08/1985,20,NULO,33,22
09/08/1985,13.2,NULO,33.5,23
10/08/1985,38.5,NULO,33,22
11/08/1985,0.5,NULO,33,21.5
12/08/1985,0,NULO,33,24
13/08/1985,5,NULO,33.5,24.5
14/08/1985,42,NULO,32.5,22.5
15/08/1985,2.5,NULO,33.5,21.5
16/08/1985,4.5,NULO,33,22.5
17/08/1985,0,NULO,34.5,20.5
18/08/1985,0,NULO,35,23.5
19/08/1985,0,NULO,33.5,22
20/08/1985,0,NULO,34,23
21/08/1985,20,NULO,33,23.5
22/08/1985,30,NULO,30,22.5
23/08/1985,60,NULO,31,21.5
24/08/1985,13.5,NULO,31.5,22.5
25/08/1985,0,NULO,33.5,20.5
26/08/1985,17,NULO,33,23
27/08/1985,42,NULO,33,22.5
28/08/1985,34,NULO,31.5,22.5
29/08/1985,10.5,NULO,33.5,21
30/08/1985,20,NULO,33,21.5
31/08/1985,12,NULO,34,22.5
01/09/1985,0,NULO,34,22.5
02/09/1985,0,NULO,34,22.5
03/09/1985,2,NULO,35.5,23
04/09/1985,24.5,NULO,35,23
05/09/1985,0,NULO,34,22.5
06/09/1985,34,NULO,34,23
07/09/1985,0,NULO,34,21.5
08/09/1985,35,NULO,33.5,21.5
09/09/1985,7.5,NULO,32.5,21.5
10/09/1985,14,NULO,34,22
11/09/1985,0,NULO,38,22
12/09/1985,0,NULO,33,22.5
13/09/1985,36,NULO,32,23
14/09/1985,2,NULO,33.5,21.5
15/09/1985,26,NULO,34,21.5
16/09/1985,15.5,NULO,32,22.5
17/09/1985,0,NULO,32,22
18/09/1985,4.5,NULO,35,22.5
19/09/1985,23,NULO,33.5,22.5
20/09/1985,0,NULO,34,21
21/09/1985,0,NULO,34,21.5
22/09/1985,0,NULO,34,21.5
23/09/1985,23.5,NULO,34.5,22.5
24/09/1985,0,NULO,34.5,21.5
25/09/1985,0,NULO,33.5,23
26/09/1985,8.5,NULO,34,22.5
27/09/1985,11,NULO,34.5,21.5
28/09/1985,0,NULO,34,22
29/09/1985,2,NULO,34.5,21.5
30/09/1985,32,NULO,32.5,22.5
01/10/1985,0,NULO,33,22
02/10/1985,0,NULO,34,22.5
03/10/1985,5.5,NULO,34,21.5
04/10/1985,7.5,NULO,33,23
05/10/1985,53,NULO,34,22
06/10/1985,2,NULO,31.5,21
07/10/1985,0,NULO,33,22
08/10/1985,0.5,NULO,34,23.5
09/10/1985,31,NULO,34,23
10/10/1985,0,NULO,35,22.5
11/10/1985,0,NULO,33.5,22
12/10/1985,9,NULO,37,23
13/10/1985,14.5,NULO,36,23.5
14/10/1985,0,NULO,33.5,22.5
15/10/1985,0,NULO,35,22.5
16/10/1985,0.6,NULO,34,22.5
17/10/1985,33.8,NULO,32.5,23.5
18/10/1985,0,NULO,34.5,22.5
19/10/1985,10.6,NULO,34,22
20/10/1985,7,NULO,33.5,22
21/10/1985,6.5,NULO,33.5,21.5
22/10/1985,0,NULO,35,21.5
23/10/1985,25,NULO,32,22.5
24/10/1985,1,NULO,36.5,22
25/10/1985,0,NULO,34,22
26/10/1985,0,NULO,35,21
27/10/1985,0,NULO,33.5,20
28/10/1985,0,NULO,36.5,22.5
29/10/1985,0,NULO,32.5,22.5
30/10/1985,0,NULO,33,22.5
31/10/1985,40,NULO,32.5,22
01/11/1985,32.5,NULO,36,22
02/11/1985,120,NULO,33,22
03/11/1985,0,NULO,31,21
04/11/1985,0,NULO,32.5,21.5
05/11/1985,0,NULO,36,19.5
06/11/1985,0,NULO,34.5,20.5
07/11/1985,0,NULO,33.5,21
08/11/1985,0,NULO,35,21.5
09/11/1985,0,NULO,34.5,21.5
10/11/1985,0,NULO,35,23
11/11/1985,0,NULO,34,22.5
12/11/1985,0,NULO,34.5,22
13/11/1985,0,NULO,34.5,19.5
14/11/1985,0,NULO,35,21
15/11/1985,3,NULO,35,22.5
16/11/1985,0,NULO,34.5,22
17/11/1985,0,NULO,34.5,21.5
18/11/1985,0,NULO,34,21.5
19/11/1985,0,NULO,34,22
20/11/1985,0,NULO,34,22
21/11/1985,0,NULO,35,20.5
22/11/1985,0,NULO,37,21
23/11/1985,0,NULO,35,20.5
24/11/1985,2.3,NULO,33,22
25/11/1985,3,NULO,34,22
26/11/1985,0,NULO,34,22
27/11/1985,0,NULO,34,21
28/11/1985,1.5,NULO,36,21
29/11/1985,0,NULO,33.5,20.5
30/11/1985,0,NULO,34,21.5
01/12/1985,0,NULO,35,20.5
02/12/1985,0,NULO,36,19.5
03/12/1985,0,NULO,35,21
04/12/1985,0,NULO,36,20.5
05/12/1985,0,NULO,36,20
06/12/1985,0,NULO,37,21.5
07/12/1985,0,NULO,35,20.5
08/12/1985,0,NULO,32,20
09/12/1985,0,NULO,31,20
10/12/1985,0,NULO,36,20
11/12/1985,0,NULO,36,21.5
12/12/1985,0,NULO,35.5,20.5
13/12/1985,0,NULO,35.5,21.5
14/12/1985,0,NULO,34,24
15/12/1985,0,NULO,33,22.5
16/12/1985,0,NULO,38,19
17/12/1985,0,NULO,37,19
18/12/1985,0,NULO,38.5,19
19/12/1985,0,NULO,38.5,21.5
20/12/1985,0,NULO,38.5,19
21/12/1985,0,NULO,35,19
22/12/1985,0,NULO,36,17
23/12/1985,0,NULO,34,20.5
24/12/1985,0,NULO,34.5,21.5
25/12/1985,0,NULO,38.5,21
26/12/1985,0,NULO,39,20
27/12/1985,0,NULO,37,20
28/12/1985,0,NULO,35,20.5
29/12/1985,0,NULO,35,21.5
30/12/1985,0,NULO,35,20
31/12/1985,0,NULO,36,21.5
01/01/1986,0,NULO,36,21.5
02/01/1986,0,NULO,35,19.5
03/01/1986,0,NULO,35,19.5
04/01/1986,0,NULO,36.5,21
05/01/1986,0,NULO,35,20
06/01/1986,0,NULO,39,21
07/01/1986,0,NULO,35,19.5
08/01/1986,0,NULO,35.5,20
09/01/1986,0,NULO,34.5,21
10/01/1986,0,NULO,35,20
11/01/1986,0,NULO,34.5,21
12/01/1986,0,NULO,35,20
13/01/1986,0,NULO,30,23
14/01/1986,0,NULO,34.5,23.5
15/01/1986,0,NULO,33.5,17
16/01/1986,0,NULO,34.5,15
17/01/1986,0,NULO,34,16
18/01/1986,0,NULO,36,16.5
19/01/1986,0,NULO,32.5,18.5
20/01/1986,0,NULO,37,19
21/01/1986,0,NULO,36,19.5
22/01/1986,0,NULO,34.5,20.5
23/01/1986,0,NULO,33,20.5
24/01/1986,0,NULO,38,19.5
25/01/1986,0,NULO,34,19
26/01/1986,0,NULO,37,20.5
27/01/1986,0,NULO,31.5,22.5
28/01/1986,0,NULO,37,20.5
29/01/1986,0,NULO,35,18.5
30/01/1986,0,NULO,36.5,17
31/01/1986,0,NULO,36.5,16.5
01/02/1986,0,NULO,34,17
02/02/1986,0,NULO,36.5,19.5
03/02/1986,0,NULO,34,19.5
04/02/1986,0,NULO,36,20.5
05/02/1986,0,NULO,33,21
06/02/1986,0,NULO,34,19
07/02/1986,0,NULO,33,20.5
08/02/1986,0,NULO,33.5,20
09/02/1986,0,NULO,33.5,20
10/02/1986,0,NULO,33,18.5
11/02/1986,0,NULO,34,20.5
12/02/1986,0,NULO,36,20.5
13/02/1986,0,NULO,35,20
14/02/1986,0,NULO,35.5,19
15/02/1986,0,NULO,35,20.5
16/02/1986,0,NULO,35,23
17/02/1986,0,NULO,34,21
18/02/1986,0,NULO,35,20.5
19/02/1986,0,NULO,34.5,21.5
20/02/1986,0,NULO,34,23
21/02/1986,0,NULO,34,22.5
22/02/1986,0,NULO,35.5,20.5
23/02/1986,0,NULO,38.5,21.5
24/02/1986,0,NULO,36,18.5
25/02/1986,0,NULO,32.5,20
26/02/1986,0,NULO,35,19
27/02/1986,0,NULO,33.5,21
28/02/1986,0,NULO,34,18.5
01/03/1986,0,NULO,35,21.5
02/03/1986,0,NULO,35,22.5
03/03/1986,0,NULO,34,18
04/03/1986,0,NULO,33,20
05/03/1986,0,NULO,35,16.5
06/03/1986,0,NULO,34.5,20
07/03/1986,0,NULO,35,20
08/03/1986,0,NULO,34,20
09/03/1986,0,NULO,34,21
10/03/1986,0,NULO,35,20.5
11/03/1986,0,NULO,35,21
12/03/1986,0,NULO,35,20.5
13/03/1986,0,NULO,34,19
14/03/1986,0,NULO,33.5,19
15/03/1986,0,NULO,33,18
16/03/1986,0,NULO,33.5,18
17/03/1986,0,NULO,35,20
18/03/1986,0,NULO,35,21.5
19/03/1986,0,NULO,34.5,22.5
20/03/1986,0,NULO,37,21
21/03/1986,0,NULO,39.5,23.5
22/03/1986,0,NULO,32,22.5
23/03/1986,0,NULO,34.5,23
24/03/1986,0,NULO,34,24
25/03/1986,0,NULO,37,24
26/03/1986,0,NULO,39,20.5
27/03/1986,0,NULO,37,19.5
28/03/1986,0,NULO,36,24.5
29/03/1986,0,NULO,39,24
30/03/1986,0,NULO,36.5,20
31/03/1986,0,NULO,36.5,21
01/04/1986,0,NULO,36.5,21
02/04/1986,0,NULO,36,21.5
03/04/1986,0,NULO,35,21.5
04/04/1986,0,NULO,35,22
05/04/1986,0,NULO,36,22.5
06/04/1986,0,NULO,36,20.5
07/04/1986,0,NULO,35.5,24.5
08/04/1986,0,NULO,34,23.5
09/04/1986,0,NULO,34.5,23
10/04/1986,0,NULO,36,22
11/04/1986,0,NULO,34.5,22.5
12/04/1986,0,NULO,34.5,22
13/04/1986,0,NULO,34,21.5
14/04/1986,0,NULO,36,22.5
15/04/1986,0,NULO,35.5,24
16/04/1986,0,NULO,37,23.5
17/04/1986,0,NULO,36.5,23
18/04/1986,48,NULO,36,23.5
19/04/1986,0,NULO,35,23.5
20/04/1986,16.5,NULO,35,20.5
21/04/1986,0,NULO,35,24
22/04/1986,0,NULO,35,22
23/04/1986,0,NULO,36,22
24/04/1986,0,NULO,36,24
25/04/1986,0,NULO,36.5,24
26/04/1986,0,NULO,35,23.5
27/04/1986,7,NULO,37,22.5
28/04/1986,5,NULO,33.5,23.5
29/04/1986,0,NULO,33.5,24
30/04/1986,0,NULO,34.5,24.5
01/05/1986,11.5,NULO,35.5,23
02/05/1986,0,NULO,33.5,22
03/05/1986,0,NULO,36,21
04/05/1986,0,NULO,33.5,22.5
05/05/1986,0,NULO,36,23
06/05/1986,0,NULO,34,23.5
07/05/1986,0,NULO,37,23.5
08/05/1986,0,NULO,36,23.5
09/05/1986,0,NULO,35,23
10/05/1986,0,NULO,35,22.5
11/05/1986,0,NULO,37.5,24
12/05/1986,0,NULO,36,23.5
13/05/1986,0,NULO,35,25
14/05/1986,0,NULO,35.5,25
15/05/1986,16.8,NULO,36,25.5
16/05/1986,0,NULO,34.5,23
17/05/1986,33,NULO,33.5,25
18/05/1986,43.5,NULO,34,23.5
19/05/1986,0,NULO,34.5,21.5
20/05/1986,18.5,NULO,33.5,23.5
21/05/1986,0,NULO,34,22.5
22/05/1986,0,NULO,34,23
23/05/1986,0,NULO,34.5,23
24/05/1986,30.7,NULO,34,23
25/05/1986,1,NULO,33,22.5
26/05/1986,0,NULO,33.5,22.5
27/05/1986,0,NULO,34,22.5
28/05/1986,23.7,NULO,30,24
29/05/1986,16.7,NULO,30,21.5
30/05/1986,124,NULO,29.5,22.5
31/05/1986,3.4,NULO,28.5,20.5
01/06/1986,0.5,NULO,29.5,21
02/06/1986,0,NULO,32,20
03/06/1986,0,NULO,32,21.5
04/06/1986,12,NULO,31.5,22.5
05/06/1986,0,NULO,32.5,22.5
06/06/1986,8,NULO,33,21
07/06/1986,4.5,NULO,33.5,22.5
08/06/1986,0,NULO,32.5,22
09/06/1986,0,4.69,33.5,23.5
10/06/1986,0,4.11,33.5,23
11/06/1986,13.5,4.95,34,22.5
12/06/1986,0.7,4.74,34.5,23
13/06/1986,6,3.66,34,23
14/06/1986,40,1,34,22.5
15/06/1986,0,4.7,32.5,20.5
16/06/1986,0,4.72,34.5,23.5
17/06/1986,8.8,3.73,34.5,22.5
18/06/1986,0,4.22,33.5,22
19/06/1986,17.3,5.37,35,23
20/06/1986,12.8,4.16,35,22.5
21/06/1986,7,5.38,34.5,23.5
22/06/1986,6,4.37,35.5,23
23/06/1986,6.8,2.72,33,24.5
24/06/1986,1,3.35,33.5,21.5
25/06/1986,2.7,3.3,34.5,22.5
26/06/1986,22.5,2.92,32.5,23
27/06/1986,4.8,2.4,33.5,22.5
28/06/1986,0,5.47,34.5,21.5
29/06/1986,1,2.3,33.5,22.5
30/06/1986,5.5,0.74,34,20.5
01/07/1986,8.4,1.78,29,23
02/07/1986,12.8,2.66,34,22
03/07/1986,13.2,3.4,33,22.5
04/07/1986,3.5,0.9,33.5,21.5
05/07/1986,16.4,4.2,35,22.5
06/07/1986,6.9,4.71,33.5,22
07/07/1986,0,4.95,33.5,21.5
08/07/1986,20,3.64,34,23
09/07/1986,2.3,2.76,34,22
10/07/1986,0,3.94,33.5,21.5
11/07/1986,12.5,3.6,36.5,23.5
12/07/1986,11.8,2.05,35,23
13/07/1986,6.5,3.29,35,22.5
14/07/1986,0.1,6.81,35,22.5
15/07/1986,6.2,4.95,34,22
16/07/1986,1,4.9,34,21
17/07/1986,3,4.36,34,21.5
18/07/1986,0,5.14,33.5,23.5
19/07/1986,0,5.78,34.5,21.5
